date,fiscal_year,quarter,product_number,payment_type,type_of_product,quantity,price,amount,type_of_accessory/mobile
2022-09-15,2022,2,P/A/51,DEBIT,ACCESSORY,1,431.36,931.36,WIRELESS HEADSET
2021-09-15,2021,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,75303.58,75803.58,FLAGSHIP PHONE
2022-09-16,2022,2,P/A/14,MOBILE PAYMENTS,ACCESSORY,1,559.32,1059.32,BATTERY
2021-09-16,2021,2,P/M/A54,DEBIT,MOBILE,1,6375.0,6875.0,BUDGET PHONE
2021-09-16,2021,2,P/M/A57,DEBIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
2022-09-17,2022,2,P/A/35,CREDIT,ACCESSORY,1,1788.14,2288.14,COVER
2022-09-18,2022,2,P/A/38,CASH,ACCESSORY,1,2126.28,2626.28,COVER
2021-09-18,2021,2,P/M/A75,DEBIT,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2021-09-19,2021,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2021-09-20,2021,2,P/M/A75,CREDIT,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2021-09-12,2021,2,P/M/A63,CREDIT,MOBILE,1,16375.0,16875.0,MIDRANGE PHONE
2021-09-21,2021,2,P/M/A24,MOBILE PAYMENTS,MOBILE,1,928.58,1428.58,BUDGET PHONE
2021-09-21,2021,2,P/M/A29,MOBILE PAYMENTS,MOBILE,1,571.42,1071.42,BUDGET PHONE
2021-09-21,2021,2,P/M/A33,CREDIT,MOBILE,1,9232.14,9732.14,BUDGET PHONE
2021-09-21,2021,2,P/M/A33,MOBILE PAYMENTS,MOBILE,1,9232.14,9732.14,BUDGET PHONE
2021-09-21,2021,2,P/M/A34,CASH,MOBILE,1,12803.58,13303.58,BUDGET PHONE
2021-09-21,2021,2,P/M/A34,MOBILE PAYMENTS,MOBILE,1,12803.58,13303.58,BUDGET PHONE
2021-09-21,2021,2,P/M/A56,DEBIT,MOBILE,1,5026.78,5526.78,BUDGET PHONE
2021-09-21,2021,2,P/M/A57,CASH,MOBILE,1,7526.78,8026.78,BUDGET PHONE
2022-09-22,2022,2,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
2022-09-22,2022,2,P/A/26,CREDIT,ACCESSORY,1,1703.38,2203.38,CHARGER 
2021-09-22,2021,2,P/M/A33,DEBIT,MOBILE,6,8339.28,53035.71,BUDGET PHONE
2021-09-22,2021,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
2021-09-22,2021,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,12883.92,13383.92,BUDGET PHONE
2022-09-23,2022,2,P/A/26,MOBILE PAYMENTS,ACCESSORY,1,2295.76,2795.76,CHARGER 
2022-09-23,2022,2,P/A/38,CASH,ACCESSORY,1,2042.38,2542.38,COVER
2022-09-23,2022,2,P/A/8,MOBILE PAYMENTS,ACCESSORY,1,23652.54,24152.54,GALAXY WATCH
2021-09-23,2021,2,P/M/A42,DEBIT,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
2021-09-23,2021,2,P/M/A75,CREDIT,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2021-09-23,2021,2,P/M/A76,MOBILE PAYMENTS,MOBILE,1,61999.1,62499.1,FLAGSHIP PHONE
2022-09-24,2022,2,P/A/38,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,COVER
2022-09-24,2022,2,P/A/46,CREDIT,ACCESSORY,1,10432.2,10932.2,WIRELESS EARPHONES
2021-09-24,2021,2,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6375.0,6875.0,BUDGET PHONE
2021-09-24,2021,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2022-09-25,2022,2,P/A/21,DEBIT,ACCESSORY,1,474.58,974.58,CHARGER 
2022-09-25,2022,2,P/T/S1,MOBILE PAYMENTS,TABLET,1,7550.84,8050.84,BUDGET TABLET
2022-09-26,2022,2,P/A/11,CREDIT,ACCESSORY,1,474.58,974.58,BATTERY
2021-09-26,2021,2,P/M/A24,DEBIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
2021-09-26,2021,2,P/M/A59,CASH,MOBILE,1,11098.22,11598.22,BUDGET PHONE
2021-09-26,2021,2,P/M/A59,CREDIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
2022-09-27,2022,2,P/A/41,MOBILE PAYMENTS,ACCESSORY,1,983.06,1483.06,POWER BANK
2021-09-27,2021,2,P/M/A40,MOBILE PAYMENTS,MOBILE,1,44133.92,44633.92,PREMIUM MIDRANGE PHONE
2021-09-27,2021,2,P/M/A57,CREDIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
2021-09-28,2021,2,P/M/A23,CREDIT,MOBILE,1,750.0,1250.0,BUDGET PHONE
2021-09-28,2021,2,P/M/A23,DEBIT,MOBILE,1,750.0,1250.0,BUDGET PHONE
2021-09-28,2021,2,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
2021-09-28,2021,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
2021-09-28,2021,2,P/M/A75,DEBIT,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2021-09-28,2021,2,P/M/A75,CREDIT,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2022-09-29,2022,2,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
2021-09-29,2021,2,P/M/A55,DEBIT,MOBILE,1,6375.0,6875.0,BUDGET PHONE
2021-09-30,2021,2,P/M/A24,CASH,MOBILE,1,973.22,1473.22,BUDGET PHONE
2021-09-30,2021,2,P/M/A60,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
2021-09-30,2021,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125.0,60625.0,FLAGSHIP PHONE
2021-09-04,2021,2,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
2021-09-30,2021,2,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
2021-09-30,2021,2,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
2021-09-11,2021,2,P/M/A9,CREDIT,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
2021-09-17,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
2021-07-04,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-08,2021,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-11,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-12,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-14,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-14,2021,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-18,2021,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-18,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-19,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-21,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-23,2021,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-24,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-25,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-26,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-29,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-30,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-07-30,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-02,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-02,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-03,2021,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-04,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-05,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-05,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-06,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-07,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-14,2021,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-16,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-16,2021,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-18,2021,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-19,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-20,2021,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-21,2021,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-08-27,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16777.12,17277.12,MIDRANGE PHONE
2021-07-06,2021,2,P/M/A11,CREDIT,MOBILE,1,16835.6,17335.6,MIDRANGE PHONE
2021-07-03,2021,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-04,2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-05,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-08,2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-09,2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-09,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-10,2021,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-24,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-27,2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-28,2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-31,2021,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-31,2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-05,2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-05,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-17,2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-18,2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-20,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-25,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-28,2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-08-31,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-09-08,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2021-07-01,2021,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2021-07-05,2021,2,P/M/A11,DEBIT,MOBILE,1,17355.93,17855.93,MIDRANGE PHONE
2021-07-05,2021,2,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
2021-07-30,2021,2,P/M/A11,CREDIT,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
2021-07-01,2021,2,P/M/A9,DEBIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2021-07-03,2021,2,P/M/A9,CASH,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2021-07-08,2021,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2021-07-09,2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2021-07-13,2021,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2021-07-15,2021,2,P/M/A12,DEBIT,MOBILE,1,18990.68,19490.68,MIDRANGE PHONE
2021-09-17,2021,2,P/M/A12,CREDIT,MOBILE,1,18991.52,19491.52,MIDRANGE PHONE
2021-08-30,2021,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-02,2021,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-02,2021,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-02,2021,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-06,2021,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-07,2021,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-08,2021,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-09,2021,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-20,2021,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-21,2021,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-21,2021,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-23,2021,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-09-28,2021,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2021-08-15,2021,2,P/M/A14,DEBIT,MOBILE,1,19187.5,19687.5,MIDRANGE PHONE
2021-07-16,2021,2,P/M/A13,CASH,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-07-22,2021,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-07-26,2021,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-07-28,2021,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-08-02,2021,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-08-12,2021,2,P/M/A13,CREDIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-08-18,2021,2,P/M/A13,CASH,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-08-20,2021,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-09-12,2021,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-09-21,2021,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2021-07-19,2021,2,P/M/A13,CREDIT,MOBILE,1,19455.36,19955.36,MIDRANGE PHONE
2021-08-03,2021,2,P/M/A12,CREDIT,MOBILE,1,19838.14,20338.14,MIDRANGE PHONE
2021-09-08,2021,2,P/M/A12,DEBIT,MOBILE,1,19838.14,20338.14,MIDRANGE PHONE
2021-08-17,2021,2,P/M/A12,DEBIT,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
2021-08-18,2021,2,P/M/A12,DEBIT,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
2021-08-26,2021,2,P/M/A12,CASH,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
2021-08-31,2021,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
2021-07-05,2021,2,P/M/A13,DEBIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2021-07-13,2021,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,20026.79,20526.79,MIDRANGE PHONE
2021-09-08,2021,2,P/M/A12,DEBIT,MOBILE,1,20261.86,20761.86,MIDRANGE PHONE
2021-09-27,2021,2,P/M/A12,CREDIT,MOBILE,1,20261.86,20761.86,MIDRANGE PHONE
2021-09-27,2021,2,P/M/A12,CASH,MOBILE,1,20261.86,20761.86,MIDRANGE PHONE
2021-08-18,2021,2,P/M/A14,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
2021-08-19,2021,2,P/M/A14,DEBIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
2021-08-19,2021,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
2021-08-19,2021,2,P/M/A14,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
2021-08-21,2021,2,P/M/A14,DEBIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
2021-08-25,2021,2,P/M/A14,DEBIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
2021-08-26,2021,2,P/M/A15,CREDIT,MOBILE,1,20303.58,20803.58,MIDRANGE PHONE
2021-08-24,2021,2,P/M/A72,DEBIT,MOBILE,1,20685.6,21185.6,MIDRANGE PHONE
2021-07-07,2021,2,P/M/A12,CREDIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-07-07,2021,2,P/M/A12,CASH,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-07-08,2021,2,P/M/A12,CREDIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-07-08,2021,2,P/M/A12,DEBIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-07-08,2021,2,P/M/A12,CASH,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-07-13,2021,2,P/M/A12,CREDIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-08-12,2021,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-08-11,2021,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-08-13,2021,2,P/M/A12,DEBIT,MOBILE,1,23898.3,24398.3,MIDRANGE PHONE
2021-07-13,2021,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-13,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-14,2021,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-18,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-19,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-19,2021,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-22,2021,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-25,2021,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-26,2021,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-07-27,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-02,2021,2,P/M/A14,CASH,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-04,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-05,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-05,2021,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-09,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-14,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-15,2021,2,P/M/A14,CREDIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-16,2021,2,P/M/A14,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-09-10,2021,2,P/M/A20,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2021-08-27,2021,2,P/M/A12,DEBIT,MOBILE,1,21533.06,22033.06,MIDRANGE PHONE
2021-09-01,2021,2,P/M/A27,DEBIT,MOBILE,1,21732.14,22232.14,MIDRANGE PHONE
2021-07-15,2021,2,P/M/A18,DEBIT,MOBILE,1,21951.78,22451.78,MIDRANGE PHONE
2021-07-27,2021,2,P/M/A12,CASH,MOBILE,1,22380.5,22880.5,MIDRANGE PHONE
2021-08-14,2021,2,P/M/A72,CREDIT,MOBILE,1,22380.5,22880.5,MIDRANGE PHONE
2021-08-05,2021,2,P/M/A14,CREDIT,MOBILE,1,22705.36,23205.36,MIDRANGE PHONE
2021-09-05,2021,2,P/M/A14,CASH,MOBILE,1,22705.36,23205.36,MIDRANGE PHONE
2021-07-01,2021,2,P/M/A4,DEBIT,MOBILE,1,9372.88,9872.88,BUDGET PHONE
2021-07-09,2021,2,P/M/A12,CREDIT,MOBILE,1,23227.96,23727.96,MIDRANGE PHONE
2021-08-24,2021,2,P/M/A17,CREDIT,MOBILE,1,24499.15,24999.15,MIDRANGE PHONE
2021-07-02,2021,2,P/M/A4,CASH,MOBILE,1,10516.1,11016.1,BUDGET PHONE
2021-07-02,2021,2,P/M/A4,CREDIT,MOBILE,2,9901.69,20803.38,BUDGET PHONE
2021-07-02,2021,2,P/M/A66,CASH,MOBILE,1,7126.28,7626.28,BUDGET PHONE
2021-07-02,2021,2,P/M/A69,MOBILE PAYMENTS,MOBILE,1,12892.38,13392.38,BUDGET PHONE
2021-07-02,2021,2,P/M/A8,DEBIT,MOBILE,1,13784.74,14284.74,BUDGET PHONE
2021-07-02,2021,2,P/M/A8,CASH,MOBILE,1,13784.74,14284.74,BUDGET PHONE
2021-07-03,2021,2,P/M/A50,MOBILE PAYMENTS,MOBILE,1,58821.18,59321.18,FLAGSHIP PHONE
2021-07-03,2021,2,P/M/A66,MOBILE PAYMENTS,MOBILE,1,7126.28,7626.28,BUDGET PHONE
2021-07-03,2021,2,P/M/A69,CASH,MOBILE,1,12892.38,13392.38,BUDGET PHONE
2021-09-08,2021,2,P/M/A17,MOBILE PAYMENTS,MOBILE,1,24499.16,24999.16,MIDRANGE PHONE
2021-09-11,2021,2,P/M/A17,CREDIT,MOBILE,1,24499.16,24999.16,MIDRANGE PHONE
2021-07-04,2021,2,P/M/A5,MOBILE PAYMENTS,MOBILE,1,13482.2,13982.2,BUDGET PHONE
2021-07-04,2021,2,P/M/A8,DEBIT,MOBILE,2,12892.37,26784.74,BUDGET PHONE
2021-07-04,2021,2,P/M/A8,CASH,MOBILE,1,13058.48,13558.48,BUDGET PHONE
2021-09-21,2021,2,P/M/A17,CASH,MOBILE,1,24499.16,24999.16,MIDRANGE PHONE
2021-07-05,2021,2,P/M/A2,CREDIT,MOBILE,2,7300.85,15601.7,BUDGET PHONE
2021-07-05,2021,2,P/M/A23,CREDIT,MOBILE,1,728.82,1228.82,BUDGET PHONE
2021-07-06,2021,2,P/M/A67,MOBILE PAYMENTS,MOBILE,1,8821.18,9321.18,BUDGET PHONE
2021-07-06,2021,2,P/M/A8,DEBIT,MOBILE,1,13784.74,14284.74,BUDGET PHONE
2022-07-08,2022,2,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2021-07-08,2021,2,P/M/A12,MOBILE PAYMENTS,MOBILE,4,20303.39,83213.56,MIDRANGE PHONE
2021-07-08,2021,2,P/M/A2,DEBIT,MOBILE,4,7300.84,31203.38,BUDGET PHONE
2021-07-08,2021,2,P/M/A36,DEBIT,MOBILE,1,41872.04,42372.04,PREMIUM MIDRANGE PHONE
2021-07-08,2021,2,P/M/A4,MOBILE PAYMENTS,MOBILE,1,9923.72,10423.72,BUDGET PHONE
2021-07-08,2021,2,P/M/A4,CASH,MOBILE,1,11105.93,11605.93,BUDGET PHONE
2021-07-08,2021,2,P/M/A47,CREDIT,MOBILE,1,59244.92,59744.92,FLAGSHIP PHONE
2021-07-08,2021,2,P/M/A48,CREDIT,MOBILE,1,64939.84,65439.84,FLAGSHIP PHONE
2021-07-08,2021,2,P/M/A48,MOBILE PAYMENTS,MOBILE,1,65600.84,66100.84,FLAGSHIP PHONE
2021-07-08,2021,2,P/M/A48,DEBIT,MOBILE,1,65600.84,66100.84,FLAGSHIP PHONE
2021-07-08,2021,2,P/M/A67,MOBILE PAYMENTS,MOBILE,1,8821.18,9321.18,BUDGET PHONE
2021-07-08,2021,2,P/M/A73,DEBIT,MOBILE,1,33397.46,33897.46,PREMIUM MIDRANGE PHONE
2022-07-09,2022,2,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
2021-07-09,2021,2,P/M/A73,DEBIT,MOBILE,1,33397.46,33897.46,PREMIUM MIDRANGE PHONE
2022-07-10,2022,2,P/A/21,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2022-07-10,2022,2,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2021-07-10,2021,2,P/M/A46,DEBIT,MOBILE,1,53652.54,54152.54,FLAGSHIP PHONE
2021-07-10,2021,2,P/M/A67,MOBILE PAYMENTS,MOBILE,1,10516.1,11016.1,BUDGET PHONE
2021-07-10,2021,2,P/M/A76,DEBIT,MOBILE,1,61872.88,62372.88,FLAGSHIP PHONE
2021-07-10,2021,2,P/M/A77,DEBIT,MOBILE,1,39330.5,39830.5,PREMIUM MIDRANGE PHONE
2021-07-13,2021,2,P/M/A5,MOBILE PAYMENTS,MOBILE,1,13482.2,13982.2,BUDGET PHONE
2021-07-13,2021,2,P/M/A67,DEBIT,MOBILE,1,8821.18,9321.18,BUDGET PHONE
2021-07-13,2021,2,P/M/A69,CREDIT,MOBILE,1,12892.38,13392.38,BUDGET PHONE
